시설번호,시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할소방서명,관할소방서전화번호,데이터기준일자,행정동
강남-역삼-000082,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로7길 7 ,서울특별시 강남구 역삼동 649-5 ,37.4993443721111,127.030920021111,규정빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000084,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 114 ,서울특별시 강남구 역삼동 824  ,37.4981302871111,127.029590351111,한맥빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000088,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 115 동원빌딩,서울특별시 강남구 역삼동 649-10 동원빌딩,37.4987552011111,127.029917781111,영동관광호텔,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000094,1,서울특별시,강남구,11680,서울특별시 강남구 논현로 538 광혜의원,서울특별시 강남구 역삼동 667-7 광혜의원,37.5042359321111,127.035449931111,금원빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000100,1,서울특별시,강남구,11680,서울특별시 강남구 언주로 551 역삼골프장,서울특별시 강남구 역삼동 654-3 역삼골프장,37.5075548111111,127.039207341111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000104,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로 330 준호헤어 앞,서울특별시 강남구 역삼동 832-2 준호헤어 앞,37.4929289961111,127.030320661111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000248,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로 102-11 세븐일레븐앞,서울특별시 강남구 역삼동 814  세븐일레븐앞,37.5017145591111,127.026716511111,스타팅빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-영동-000294,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 137 상원빌딩,서울특별시 강남구 논현동 204-3 상원빌딩,37.5061245511111,127.029789031111,,영동119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-영동-000295,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 151 스타힐빌딩,서울특별시 강남구 논현동 205-5 스타힐빌딩,37.5064437461111,127.031022321111,금양빌딩,영동119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-영동-000296,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 229 ,서울특별시 강남구 논현동 237-12 ,37.5083637041111,127.037432791111,두산빌딩,영동119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-영동-000297,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로43길 6-6 이안논현 빌라트,서울특별시 강남구 논현동 277-25 이안논현 빌라트,37.5093450251111,127.040640541111,도곡삼호상가,영동119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-영동-000300,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 111 ,서울특별시 강남구 논현동 201-12 ,37.5049046911111,127.025698511111,IBK은행,영동119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000301,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 305 다리빌딩,서울특별시 강남구 역삼동  다리빌딩,37.4924251561111,127.040674771111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000304,2,서울특별시,강남구,11680,서울특별시 강남구 선릉로 521 더 그레이스,서울특별시 강남구 역삼동 696-37 더 그레이스,37.5059838941111,127.048093241111,영남빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000305,2,서울특별시,강남구,11680,서울특별시 강남구 도곡로7길 12 ,서울특별시 강남구 역삼동 835-66 ,37.4912825051111,127.034811781111,영동정형외과,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-영동-000306,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 219 두남빌딩,서울특별시 강남구 논현동 236-11 두남빌딩,37.5079039761111,127.035938951111,강남파라곤,영동119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-영동-000307,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로25길 4 근동빌딩,서울특별시 강남구 논현동 192-23 근동빌딩,37.5070726751111,127.033080381111,,영동119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000309,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 526 ,서울특별시 강남구 역삼동 668  ,37.503249611111,127.035900811111, 현대인텔렉스빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000310,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로33길 19 SHINEBAR,서울특별시 강남구 역삼동 671-27 SHINEBAR,37.5030205631111,127.039098411111,세븐일레븐앞,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000311,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 111 대건빌딩,서울특별시 강남구 역삼동 822-5 대건빌딩,37.4986112961111,127.029462511111, 직업학교,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000312,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로94길 54 ,서울특별시 강남구 역삼동 648-3 ,37.5002941071111,127.031746751111,그랑프리쇼핑센타,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000313,2,서울특별시,강남구,11680,서울특별시 강남구 강남대로 376 선진자동차학원,서울특별시 강남구 역삼동 825-8 선진자동차학원,37.4963596591111,127.028596431111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000315,1,서울특별시,강남구,11680,서울특별시 강남구 논현로67길 50 ,서울특별시 강남구 역삼동 792-5 ,37.4930118421111,127.035897111111,케이엠빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000318,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로7길 12 ,서울특별시 강남구 역삼동 648  ,37.4997297411111,127.030745411111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000327,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 214 한솔빌딩,서울특별시 강남구 역삼동 651-3 한솔빌딩,37.5075583531111,127.035546681111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000328,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 178 CHA 여성의학연구소,서울특별시 강남구 역삼동 606-4 CHA 여성의학연구소,37.5069199551111,127.033401781111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000329,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 208 동산빌딩 호텔,서울특별시 강남구 역삼동 650-3 동산빌딩 호텔,37.5073058491111,127.034724931111,스톤건물,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000344,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 208 다이네즈앞,서울특별시 강남구 역삼동 652-3 다이네즈앞,37.5079108831111,127.036738141111, 에르메스도산파크,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000345,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 561 차병원건너편,서울특별시 강남구 역삼동 606-28 차병원건너편,37.5061209311111,127.034252971111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000347,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 201 역삼역7번출구앞,서울특별시 강남구 역삼동 679-4 역삼역7번출구앞,37.5011223941111,127.036880271111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000348,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로 115 서정빌딩,서울특별시 강남구 역삼동 830-24 서정빌딩,37.4935604711111,127.031834581111,효비,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000358,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 545 한국이동통신,서울특별시 강남구 역삼동 607-19 한국이동통신,37.5046805541111,127.034894321111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000359,2,서울특별시,강남구,11680,서울특별시 강남구 언주로 538 대웅빌딩,서울특별시 강남구 역삼동 689-4 대웅빌딩,37.5059963731111,127.041258471111,건설회관,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000360,2,서울특별시,강남구,11680,서울특별시 강남구 언주로 526 (주)룩옵틱스,서울특별시 강남구 역삼동 689-10 (주)룩옵틱스,37.5052219751111,127.041754731111,서울영동교회,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000361,2,서울특별시,강남구,11680,서울특별시 강남구 선릉로 537 미네르바,서울특별시 강남구 역삼동 694-25 미네르바,37.5071277081111,127.046577781111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000362,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 517 파인빌딩,서울특별시 강남구 역삼동 641-9 파인빌딩,37.5025509551111,127.035931911111,소호빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000364,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로8길 30 에도주가,서울특별시 강남구 역삼동 827-58 에도주가,37.4968127971111,127.031939811111, 더코너힐,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000365,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로7길 21 올림픽 카센타,서울특별시 강남구 역삼동 830-39 올림픽 카센타,37.4953891041111,127.03263811111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000366,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로38길 4 ,서울특별시 강남구 역삼동 652-6 ,37.5079836511111,127.037364951111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000369,1,서울특별시,강남구,11680,서울특별시 강남구 선릉로 529 함양재빌딩,서울특별시 강남구 역삼동 696-28 함양재빌딩,37.5067018611111,127.047226811111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000370,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로53길 48 밝은세상부동산,서울특별시 강남구 역삼동 695  밝은세상부동산,37.5069532731111,127.044897411111,포스코빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000373,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로 402 시계탑빌딩,서울특별시 강남구 역삼동 820-11 시계탑빌딩,37.4988687441111,127.027365521111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000374,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로96길 9 ,서울특별시 강남구 역삼동 817-11 ,37.4996885331111,127.027677091111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000375,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로98길 9 ,서울특별시 강남구 역삼동 619-27 ,37.5006052071111,127.027236581111,삼화빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000376,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로5길 53 ,서울특별시 강남구 역삼동 621-33 ,37.5018397871111,127.029527531111,동암빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000377,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로5길 31 ,서울특별시 강남구 역삼동 817-27 ,37.5007073541111,127.028854281111,안보빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000378,1,서울특별시,강남구,11680,서울특별시 강남구 선릉로105길 10 일반주택,서울특별시 강남구 역삼동 683-8 일반주택,37.5080729861111,127.043839591111,덕암빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000379,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로44길 75 일반주택,서울특별시 강남구 역삼동 698-27 일반주택,37.5052595441111,127.043499311111, 상원빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000380,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로 128 ,서울특별시 강남구 역삼동 834  ,37.4938890351111,127.03358911111,스타힐빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000381,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로8길 21 유학네트 빌딩,서울특별시 강남구 역삼동 834-27 유학네트 빌딩,37.4926274061111,127.034519131111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000382,1,서울특별시,강남구,11680,서울특별시 강남구 선릉로93길 8 상지빌딩,서울특별시 강남구 역삼동 696-18 상지빌딩,37.5053746531111,127.047847261111,이안논현 빌라트,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000383,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로33길 7 용성빌딩,서울특별시 강남구 역삼동 678-28 용성빌딩,37.5023099681111,127.039422481111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000384,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로 109 에스케이허브젠,서울특별시 강남구 역삼동 831-45 에스케이허브젠,37.4933293781111,127.031097411111,대림빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000385,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로 123 동보빌딩,서울특별시 강남구 역삼동 830-69 동보빌딩,37.4939583271111,127.033078791111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000386,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로 175 로케트빌딩,서울특별시 강남구 역삼동 747-29 로케트빌딩,37.4955198881111,127.038244431111,다리빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000387,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 427 KT&G,서울특별시 강남구 역삼동 738-14 KT&G,37.4988386181111,127.037689071111,역삼훼미리,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000407,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로18길 81 ,서울특별시 강남구 역삼동 621-15 ,37.5012059711111,127.027714171111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000472,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로 179 한빛빌딩,서울특별시 강남구 역삼동 747-20 한빛빌딩,37.4957043331111,127.038916231111,안산빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000541,1,서울특별시,강남구,11680,서울특별시 강남구 논현로 309 ,서울특별시 강남구 역삼동 798-11 ,37.4928000211111,127.040354391111,아셈타워,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000543,1,서울특별시,강남구,11680,서울특별시 강남구 논현로94길 25-3 귀빈장,서울특별시 강남구 역삼동 670-20 귀빈장,37.5030447451111,127.038286731111,코엑스인터컨티넨탈서울,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000544,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로19길 21 ,서울특별시 강남구 역삼동 637-29 ,37.5014024671111,127.033186821111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000545,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로25길 47 CJES앞,서울특별시 강남구 역삼동 629-6 CJES앞,37.5035876421111,127.034530161111,및 한국종합무역센타단지,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000546,1,서울특별시,강남구,11680,서울특별시 강남구 논현로 409 백남빌딩,서울특별시 강남구 역삼동 747-26 백남빌딩,37.4965284731111,127.038660491111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000547,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로 161 ,서울특별시 강남구 역삼동 748-31 ,37.4951117371111,127.036890481111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000548,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로20길 12 성우빌딩,서울특별시 강남구 역삼동 792-53 성우빌딩,37.4944305241111,127.037595221111,코엑스,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000583,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로8길 8 우남빌딩,서울특별시 강남구 역삼동 824-22 우남빌딩,37.4983454891111,127.031217221111,오월빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000591,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로 120 성보역삼빌딩,서울특별시 강남구 역삼동 833-2 성보역삼빌딩,37.4935736761111,127.032380441111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000686,1,서울특별시,강남구,11680,서울특별시 강남구 언주로 517 KT영동지점,서울특별시 강남구 역삼동 675-3 KT영동지점,37.5040583531111,127.041828611111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000695,1,서울특별시,강남구,11680,서울특별시 강남구 논현로 333 삼형빌딩,서울특별시 강남구 역삼동 797-3 삼형빌딩,37.4949754611111,127.039494041111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000696,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 313 서림빌딩,서울특별시 강남구 역삼동 798-3 서림빌딩,37.4932687821111,127.040254251111,서진빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000750,2,서울특별시,강남구,11680,서울특별시 강남구 언주로 552 MJC빌딩,서울특별시 강남구 역삼동 688-5 MJC빌딩,37.5069402361111,127.040352691111,삼성빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000751,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 302 역삼SK리더스뷰,서울특별시 강남구 역삼동 680  역삼SK리더스뷰,37.5083719941111,127.038967091111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000783,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로20길 10 쓰리엠타워,서울특별시 강남구 역삼동 735-32 쓰리엠타워,37.4991944871111,127.034254461111,윤정용건물,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000784,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로14길 33 일반주택,서울특별시 강남구 역삼동 741-8 일반주택,37.4970458941111,127.034006411111,진우빌딩다래전시장,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000785,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로4길 35 금모래주차장,서울특별시 강남구 역삼동 827-14 금모래주차장,37.4960048521111,127.030519421111,고코로건물,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000786,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로62길 31 ,서울특별시 강남구 역삼동 836-48 ,37.4908010911111,127.033996111111,일반주택,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000787,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로17길 25 일반주택,서울특별시 강남구 역삼동 744-8 일반주택,37.4963465411111,127.036407761111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000788,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로18길 53 일반주택골목길,서울특별시 강남구 역삼동 622-14 일반주택골목길,37.5030388471111,127.028732741111,보고 BOGO)빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000789,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로110길 83-10 일반주택,서울특별시 강남구 역삼동 624-27 일반주택,37.5036038011111,127.031305191111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000793,1,서울특별시,강남구,11680,서울특별시 강남구 도곡로13길 20 일반주택,서울특별시 강남구 역삼동 793-24 일반주택,37.4922859061111,127.036281611111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000799,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로38길 21 호아빌,서울특별시 강남구 역삼동 656-14 호아빌,37.5069004791111,127.037933571111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000800,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로37길 34 일반주택,서울특별시 강남구 역삼동 674-5 일반주택,37.5041877071111,127.040107981111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000801,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로37길 13-7 일반건물,서울특별시 강남구 역삼동 677-15 일반건물,37.5027769761111,127.039887311111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
